driverId,week,hours-logged,miles-logged
17,1,57,2751
17,2,55,2574
17,3,51,2734
17,4,57,2739
17,5,48,2580
17,6,47,2571
17,7,47,2556
17,8,45,2716
17,9,52,2765
17,10,56,2769
17,11,55,2623
17,12,46,2768
17,13,52,2689
17,14,49,2789
17,15,52,2575
17,16,59,2564
17,17,52,2742
17,18,48,2522
17,19,52,2767
17,20,45,2631
17,21,54,2649
17,22,57,2507
17,23,57,2550
17,24,50,2567
17,25,50,2665
17,26,46,2695
17,27,60,2774
17,28,51,2774
17,29,56,2502
17,30,51,2623
17,31,60,2790
17,32,47,2747
17,33,59,2666
17,34,57,2556
17,35,56,2597
17,36,47,2783
17,37,50,2755
17,38,48,2594
17,39,53,2611
17,40,52,2598
17,41,53,2672
17,42,58,2733
17,43,55,2561
17,44,60,2577
17,45,56,2555
17,46,57,2694
17,47,56,2588
17,48,49,2711
17,49,51,2709
17,50,54,2587
17,51,46,2677
17,52,20,500
18,1,45,2715
18,2,47,2628
18,3,55,2501
18,4,51,2707
18,5,51,2769
18,6,51,2791
18,7,54,2604
18,8,59,2712
18,9,46,2626
18,10,46,2617
18,11,46,2599
18,12,52,2731
18,13,57,2515
18,14,50,2605
18,15,59,2622
18,16,46,2517
18,17,48,2659
18,18,49,2690
18,19,56,2519
18,20,54,2588
18,21,56,2748
18,22,49,2557
18,23,48,2686
18,24,53,2684
18,25,48,2626
18,26,49,2540
18,27,45,2527
18,28,48,2709
18,29,45,2790
18,30,54,2738
18,31,55,2510
18,32,60,2695
18,33,54,2564
18,34,53,2778
18,35,49,2587
18,36,58,2748
18,37,52,2609
18,38,53,2530
18,39,50,2723
18,40,56,2799
18,41,47,2767
18,42,52,2669
18,43,50,2634
18,44,51,2643
18,45,48,2783
18,46,48,2724
18,47,51,2775
18,48,54,2523
18,49,46,2569
18,50,45,2579
18,51,49,2796
18,52,56,2509
19,1,48,2559
19,2,46,2521
19,3,45,2632
19,4,59,2745
19,5,45,2681
19,6,54,2609
19,7,49,2768
19,8,52,2576
19,9,54,2555
19,10,55,2569
19,11,48,2608
19,12,48,2785
19,13,48,2587
19,14,60,2705
19,15,60,2771
19,16,52,2572
19,17,55,2532
19,18,59,2658
19,19,60,2667
19,20,53,2549
19,21,49,2736
19,22,55,2567
19,23,60,2718
19,24,54,2500
19,25,47,2774
19,26,58,2741
19,27,49,2746
19,28,56,2787
19,29,54,2594
19,30,55,2724
19,31,55,2609
19,32,46,2641
19,33,58,2670
19,34,47,2580
19,35,48,2766
19,36,60,2757
19,37,46,2686
19,38,59,2686
19,39,60,2551
19,40,53,2672
19,41,55,2595
19,42,45,2534
19,43,49,2721
19,44,45,2654
19,45,55,2746
19,46,50,2599
19,47,47,2736
19,48,58,2699
19,49,53,2585
19,50,53,2800
19,51,58,2533
19,52,51,2612
20,1,47,2563
20,2,50,2622
20,3,47,2771
20,4,50,2578
20,5,51,2636
20,6,52,2682
20,7,56,2652
20,8,55,2650
20,9,57,2748
20,10,47,2517
20,11,58,2585
20,12,51,2552
20,13,56,2680
20,14,45,2649
20,15,55,2708
20,16,48,2517
20,17,60,2715
20,18,53,2707
20,19,46,2662
20,20,58,2538
20,21,56,2790
20,22,54,2697
20,23,47,2660
20,24,49,2592
20,25,59,2651
20,26,47,2747
20,27,47,2642
20,28,46,2603
20,29,49,2547
20,30,48,2599
20,31,47,2513
20,32,60,2546
20,33,53,2723
20,34,55,2567
20,35,54,2683
20,36,48,2594
20,37,57,2532
20,38,50,2629
20,39,47,2750
20,40,55,2794
20,41,45,2782
20,42,55,2628
20,43,54,2739
20,44,53,2593
20,45,54,2575
20,46,58,2588
20,47,47,2519
20,48,57,2527
20,49,51,2738
20,50,47,2645
20,51,53,2639
20,52,0,0
21,1,46,2690
21,2,54,2651
21,3,58,2598
21,4,48,2692
21,5,60,2778
21,6,45,2541
21,7,55,2503
21,8,50,2750
21,9,59,2528
21,10,50,2758
21,11,48,2551
21,12,48,2639
21,13,53,2531
21,14,54,2586
21,15,53,2514
21,16,60,2709
21,17,60,2717
21,18,48,2762
21,19,48,2798
21,20,56,2793
21,21,52,2773
21,22,56,2788
21,23,51,2601
21,24,54,2787
21,25,51,2632
21,26,50,2561
21,27,51,2691
21,28,47,2624
21,29,53,2679
21,30,53,2582
21,31,53,2701
21,32,48,2615
21,33,52,2633
21,34,56,2548
21,35,52,2779
21,36,59,2739
21,37,54,2734
21,38,58,2746
21,39,45,2764
21,40,58,2681
21,41,55,2666
21,42,56,2748
21,43,60,2529
21,44,46,2770
21,45,46,2659
21,46,59,2721
21,47,51,2506
21,48,46,2792
21,49,55,2698
21,50,59,2594
21,51,55,2543
21,52,57,2746
22,1,57,2604
22,2,51,2791
22,3,56,2723
22,4,46,2726
22,5,50,2521
22,6,55,2729
22,7,47,2753
22,8,52,2723
22,9,49,2798
22,10,54,2617
22,11,53,2538
22,12,49,2591
22,13,58,2602
22,14,47,2579
22,15,56,2749
22,16,57,2751
22,17,53,2650
22,18,48,2652
22,19,51,2645
22,20,47,2529
22,21,52,2582
22,22,57,2591
22,23,51,2605
22,24,56,2605
22,25,59,2589
22,26,58,2641
22,27,59,2517
22,28,48,2583
22,29,55,2795
22,30,52,2767
22,31,49,2522
22,32,49,2618
22,33,45,2740
22,34,56,2779
22,35,53,2600
22,36,59,2658
22,37,54,2680
22,38,48,2629
22,39,55,2758
22,40,56,2594
22,41,47,2562
22,42,45,2614
22,43,60,2744
22,44,48,2525
22,45,57,2530
22,46,60,2504
22,47,57,2624
22,48,45,2736
22,49,53,2500
22,50,47,2628
22,51,53,2798
22,52,54,2661
23,1,48,2732
23,2,46,2521
23,3,58,2672
23,4,48,2626
23,5,53,2503
23,6,47,2609
23,7,59,2614
23,8,58,2562
23,9,55,2722
23,10,60,2559
23,11,56,2612
23,12,52,2676
23,13,54,2572
23,14,46,2683
23,15,51,2664
23,16,58,2758
23,17,53,2697
23,18,50,2727
23,19,57,2670
23,20,57,2752
23,21,46,2540
23,22,60,2708
23,23,50,2554
23,24,50,2532
23,25,49,2524
23,26,46,2739
23,27,58,2729
23,28,59,2665
23,29,58,2679
23,30,58,2739
23,31,57,2607
23,32,60,2783
23,33,52,2710
23,34,45,2620
23,35,56,2718
23,36,49,2611
23,37,54,2676
23,38,52,2606
23,39,48,2796
23,40,55,2524
23,41,54,2749
23,42,52,2792
23,43,59,2703
23,44,50,2674
23,45,49,2548
23,46,52,2523
23,47,52,2734
23,48,48,2565
23,49,55,2791
23,50,58,2522
23,51,47,2762
23,52,46,2626
24,1,56,2647
24,2,46,2605
24,3,51,2544
24,4,54,2712
24,5,54,2582
24,6,50,2558
24,7,49,2623
24,8,49,2607
24,9,50,2528
24,10,54,2759
24,11,56,2514
24,12,49,2656
24,13,57,2764
24,14,50,2568
24,15,51,2510
24,16,57,2505
24,17,51,2689
24,18,52,2743
24,19,45,2745
24,20,51,2622
24,21,54,2696
24,22,49,2572
24,23,52,2761
24,24,54,2787
24,25,54,2567
24,26,60,2793
24,27,58,2719
24,28,45,2587
24,29,56,2571
24,30,45,2560
24,31,60,2640
24,32,55,2504
24,33,50,2675
24,34,46,2526
24,35,49,2596
24,36,49,2598
24,37,56,2616
24,38,57,2716
24,39,58,2555
24,40,49,2623
24,41,45,2658
24,42,50,2652
24,43,45,2606
24,44,51,2661
24,45,49,2709
24,46,60,2747
24,47,57,2691
24,48,50,2758
24,49,55,2504
24,50,45,2728
24,51,52,2604
24,52,0,0
25,1,59,2757
25,2,53,2687
25,3,59,2546
25,4,48,2672
25,5,56,2691
25,6,45,2743
25,7,60,2651
25,8,52,2628
25,9,49,2772
25,10,57,2757
25,11,54,2578
25,12,55,2691
25,13,57,2667
25,14,50,2746
25,15,50,2613
25,16,57,2599
25,17,47,2564
25,18,57,2664
25,19,50,2697
25,20,49,2743
25,21,52,2702
25,22,60,2763
25,23,51,2735
25,24,54,2795
25,25,50,2711
25,26,49,2555
25,27,53,2623
25,28,54,2593
25,29,53,2782
25,30,54,2655
25,31,45,2508
25,32,49,2555
25,33,46,2657
25,34,60,2800
25,35,55,2728
25,36,50,2660
25,37,51,2767
25,38,59,2795
25,39,50,2780
25,40,47,2552
25,41,53,2738
25,42,57,2552
25,43,45,2652
25,44,47,2775
25,45,53,2653
25,46,48,2750
25,47,58,2691
25,48,54,2510
25,49,56,2620
25,50,47,2696
25,51,50,2721
25,52,49,2640
26,1,55,2583
26,2,46,2543
26,3,59,2513
26,4,51,2635
26,5,52,2717
26,6,50,2615
26,7,60,2720
26,8,50,2577
26,9,57,2710
26,10,59,2684
26,11,45,2545
26,12,60,2598
26,13,57,2650
26,14,51,2621
26,15,53,2783
26,16,49,2538
26,17,49,2621
26,18,57,2668
26,19,50,2622
26,20,48,2766
26,21,60,2764
26,22,47,2644
26,23,53,2665
26,24,47,2502
26,25,46,2520
26,26,57,2679
26,27,59,2627
26,28,45,2639
26,29,55,2776
26,30,47,2780
26,31,47,2531
26,32,58,2767
26,33,46,2706
26,34,46,2518
26,35,56,2544
26,36,58,2578
26,37,60,2567
26,38,53,2633
26,39,50,2572
26,40,55,2769
26,41,58,2733
26,42,52,2588
26,43,46,2743
26,44,58,2751
26,45,54,2575
26,46,52,2646
26,47,55,2657
26,48,49,2599
26,49,48,2782
26,50,48,2627
26,51,58,2603
26,52,49,2736
27,1,49,2516
27,2,57,2682
27,3,53,2632
27,4,57,2729
27,5,55,2606
27,6,58,2726
27,7,52,2634
27,8,52,2604
27,9,58,2747
27,10,60,2653
27,11,52,2631
27,12,46,2641
27,13,51,2726
27,14,52,2638
27,15,51,2676
27,16,45,2573
27,17,48,2577
27,18,54,2608
27,19,59,2584
27,20,59,2800
27,21,45,2708
27,22,53,2761
27,23,58,2610
27,24,45,2655
27,25,55,2573
27,26,47,2545
27,27,47,2751
27,28,58,2772
27,29,60,2775
27,30,54,2678
27,31,51,2637
27,32,55,2683
27,33,60,2645
27,34,56,2774
27,35,45,2679
27,36,48,2616
27,37,56,2680
27,38,52,2777
27,39,56,2500
27,40,59,2726
27,41,54,2632
27,42,54,2604
27,43,48,2772
27,44,51,2646
27,45,53,2633
27,46,52,2512
27,47,60,2520
27,48,56,2550
27,49,51,2769
27,50,51,2613
27,51,59,2542
27,52,54,2601
28,1,45,2705
28,2,49,2527
28,3,55,2540
28,4,51,2723
28,5,56,2688
28,6,55,2769
28,7,48,2590
28,8,57,2717
28,9,60,2655
28,10,53,2652
28,11,56,2755
28,12,50,2727
28,13,57,2699
28,14,46,2758
28,15,55,2727
28,16,54,2626
28,17,55,2501
28,18,56,2601
28,19,48,2748
28,20,47,2533
28,21,57,2547
28,22,50,2503
28,23,46,2601
28,24,49,2531
28,25,57,2576
28,26,56,2614
28,27,51,2787
28,28,57,2617
28,29,51,2601
28,30,59,2529
28,31,50,2615
28,32,48,2745
28,33,50,2767
28,34,46,2763
28,35,53,2596
28,36,55,2793
28,37,57,2511
28,38,53,2633
28,39,48,2577
28,40,54,2567
28,41,49,2707
28,42,47,2790
28,43,53,2541
28,44,59,2691
28,45,58,2538
28,46,51,2754
28,47,50,2549
28,48,48,2543
28,49,52,2749
28,50,58,2609
28,51,47,2523
28,52,51,2761
29,1,60,2669
29,2,58,2753
29,3,50,2713
29,4,52,2584
29,5,45,2661
29,6,45,2605
29,7,45,2543
29,8,60,2768
29,9,47,2607
29,10,56,2694
29,11,56,2663
29,12,47,2698
29,13,48,2751
29,14,52,2578
29,15,60,2779
29,16,54,2703
29,17,56,2782
29,18,60,2597
29,19,52,2678
29,20,48,2739
29,21,51,2571
29,22,50,2796
29,23,54,2719
29,24,48,2705
29,25,51,2593
29,26,52,2622
29,27,49,2748
29,28,46,2663
29,29,55,2558
29,30,56,2560
29,31,51,2759
29,32,60,2798
29,33,46,2687
29,34,55,2776
29,35,52,2522
29,36,48,2514
29,37,56,2535
29,38,48,2529
29,39,46,2532
29,40,46,2731
29,41,60,2682
29,42,58,2787
29,43,60,2535
29,44,58,2666
29,45,53,2555
29,46,60,2717
29,47,57,2689
29,48,50,2670
29,49,59,2607
29,50,60,2630
29,51,59,2696
29,52,55,2538
30,1,51,2589
30,2,59,2787
30,3,48,2696
30,4,48,2765
30,5,53,2708
30,6,48,2643
30,7,60,2604
30,8,60,2688
30,9,59,2594
30,10,46,2609
30,11,48,2678
30,12,56,2728
30,13,58,2532
30,14,51,2718
30,15,57,2653
30,16,58,2500
30,17,54,2596
30,18,58,2537
30,19,56,2619
30,20,55,2799
30,21,59,2520
30,22,60,2583
30,23,45,2707
30,24,55,2743
30,25,47,2647
30,26,60,2566
30,27,55,2704
30,28,56,2753
30,29,50,2511
30,30,60,2511
30,31,45,2557
30,32,48,2658
30,33,54,2769
30,34,52,2791
30,35,48,2591
30,36,54,2751
30,37,50,2612
30,38,45,2783
30,39,51,2525
30,40,58,2545
30,41,57,2535
30,42,54,2578
30,43,55,2675
30,44,48,2594
30,45,56,2660
30,46,45,2605
30,47,50,2542
30,48,59,2767
30,49,53,2633
30,50,55,2559
30,51,49,2753
30,52,57,2702
31,1,47,2530
31,2,49,2668
31,3,47,2540
31,4,52,2592
31,5,57,2533
31,6,50,2679
31,7,45,2528
31,8,49,2784
31,9,55,2502
31,10,55,2635
31,11,59,2736
31,12,49,2701
31,13,54,2539
31,14,49,2768
31,15,51,2726
31,16,60,2653
31,17,59,2735
31,18,45,2597
31,19,52,2546
31,20,54,2517
31,21,47,2724
31,22,52,2679
31,23,48,2614
31,24,45,2688
31,25,58,2679
31,26,50,2714
31,27,59,2568
31,28,50,2525
31,29,55,2667
31,30,47,2526
31,31,57,2521
31,32,47,2525
31,33,47,2797
31,34,55,2650
31,35,54,2766
31,36,60,2516
31,37,46,2512
31,38,54,2636
31,39,47,2777
31,40,59,2512
31,41,59,2713
31,42,45,2757
31,43,48,2569
31,44,48,2654
31,45,55,2744
31,46,45,2744
31,47,57,2522
31,48,53,2740
31,49,58,2623
31,50,48,2662
31,51,59,2563
31,52,54,2661
32,1,47,2602
32,2,56,2662
32,3,45,2650
32,4,56,2678
32,5,49,2683
32,6,51,2520
32,7,54,2555
32,8,56,2680
32,9,56,2598
32,10,58,2698
32,11,49,2520
32,12,55,2564
32,13,59,2614
32,14,58,2521
32,15,60,2714
32,16,45,2773
32,17,50,2643
32,18,60,2508
32,19,60,2520
32,20,48,2724
32,21,51,2648
32,22,53,2731
32,23,52,2524
32,24,45,2565
32,25,54,2733
32,26,51,2596
32,27,58,2526
32,28,57,2551
32,29,58,2625
32,30,54,2789
32,31,55,2537
32,32,47,2791
32,33,48,2699
32,34,45,2677
32,35,54,2776
32,36,53,2703
32,37,53,2578
32,38,46,2751
32,39,54,2723
32,40,52,2705
32,41,52,2758
32,42,45,2740
32,43,55,2656
32,44,58,2555
32,45,54,2665
32,46,53,2621
32,47,46,2562
32,48,49,2664
32,49,55,2501
32,50,56,2643
32,51,53,2661
32,52,48,2741
33,1,51,2523
33,2,51,2652
33,3,53,2633
33,4,55,2762
33,5,52,2709
33,6,60,2765
33,7,54,2677
33,8,52,2741
33,9,55,2570
33,10,57,2743
33,11,52,2582
33,12,49,2681
33,13,48,2767
33,14,56,2634
33,15,57,2533
33,16,57,2536
33,17,56,2707
33,18,57,2709
33,19,60,2775
33,20,59,2773
33,21,51,2786
33,22,49,2682
33,23,48,2738
33,24,48,2714
33,25,52,2749
33,26,58,2760
33,27,50,2779
33,28,49,2549
33,29,57,2582
33,30,46,2712
33,31,53,2757
33,32,50,2776
33,33,50,2602
33,34,46,2682
33,35,51,2684
33,36,56,2587
33,37,50,2659
33,38,48,2596
33,39,60,2618
33,40,59,2755
33,41,55,2514
33,42,58,2784
33,43,46,2750
33,44,50,2680
33,45,54,2630
33,46,60,2750
33,47,50,2641
33,48,55,2596
33,49,52,2704
33,50,51,2784
33,51,58,2567
33,52,48,2646
34,1,50,2649
34,2,55,2698
34,3,59,2609
34,4,47,2615
34,5,58,2713
34,6,59,2686
34,7,58,2687
34,8,58,2639
34,9,56,2525
34,10,50,2659
34,11,60,2502
34,12,53,2571
34,13,56,2639
34,14,50,2719
34,15,60,2707
34,16,57,2660
34,17,57,2669
34,18,48,2622
34,19,49,2509
34,20,47,2764
34,21,46,2586
34,22,55,2676
34,23,58,2793
34,24,49,2670
34,25,54,2595
34,26,51,2657
34,27,60,2706
34,28,55,2775
34,29,58,2711
34,30,60,2705
34,31,53,2584
34,32,49,2641
34,33,51,2665
34,34,51,2773
34,35,55,2522
34,36,46,2530
34,37,48,2576
34,38,59,2614
34,39,45,2725
34,40,60,2575
34,41,48,2754
34,42,55,2627
34,43,57,2660
34,44,57,2683
34,45,52,2511
34,46,58,2540
34,47,59,2500
34,48,59,2612
34,49,49,2637
34,50,58,2800
34,51,51,2694
34,52,58,2789
35,1,47,2640
35,2,51,2659
35,3,53,2653
35,4,58,2732
35,5,53,2767
35,6,60,2545
35,7,50,2674
35,8,55,2557
35,9,54,2778
35,10,47,2648
35,11,53,2612
35,12,50,2749
35,13,60,2783
35,14,56,2655
35,15,59,2707
35,16,59,2614
35,17,52,2686
35,18,58,2565
35,19,59,2580
35,20,55,2797
35,21,52,2580
35,22,52,2606
35,23,48,2793
35,24,45,2500
35,25,59,2600
35,26,46,2658
35,27,50,2601
35,28,54,2772
35,29,46,2742
35,30,49,2715
35,31,49,2619
35,32,48,2589
35,33,59,2720
35,34,60,2798
35,35,48,2665
35,36,48,2503
35,37,55,2672
35,38,48,2752
35,39,50,2696
35,40,48,2635
35,41,60,2644
35,42,56,2630
35,43,54,2583
35,44,45,2714
35,45,53,2703
35,46,58,2716
35,47,46,2734
35,48,51,2576
35,49,53,2571
35,50,49,2795
35,51,49,2759
35,52,51,2685
36,1,58,2702
36,2,57,2636
36,3,51,2713
36,4,47,2754
36,5,50,2572
36,6,54,2705
36,7,51,2740
36,8,54,2597
36,9,60,2559
36,10,51,2734
36,11,60,2601
36,12,46,2737
36,13,57,2759
36,14,54,2598
36,15,52,2593
36,16,58,2520
36,17,45,2717
36,18,57,2573
36,19,59,2780
36,20,52,2625
36,21,54,2546
36,22,58,2686
36,23,57,2533
36,24,58,2775
36,25,53,2566
36,26,58,2666
36,27,56,2685
36,28,60,2740
36,29,53,2622
36,30,59,2798
36,31,56,2609
36,32,45,2571
36,33,45,2527
36,34,47,2799
36,35,56,2747
36,36,60,2611
36,37,46,2524
36,38,47,2743
36,39,54,2573
36,40,55,2707
36,41,57,2540
36,42,54,2518
36,43,56,2796
36,44,45,2556
36,45,59,2668
36,46,52,2778
36,47,53,2716
36,48,56,2604
36,49,48,2745
36,50,50,2612
36,51,59,2639
36,52,56,2610
37,1,59,2659
37,2,50,2510
37,3,46,2537
37,4,58,2732
37,5,48,2752
37,6,47,2537
37,7,45,2555
37,8,57,2571
37,9,58,2733
37,10,50,2533
37,11,57,2688
37,12,50,2516
37,13,59,2657
37,14,58,2784
37,15,56,2541
37,16,45,2608
37,17,49,2778
37,18,46,2542
37,19,52,2659
37,20,51,2649
37,21,46,2509
37,22,56,2751
37,23,54,2573
37,24,49,2754
37,25,50,2675
37,26,52,2665
37,27,59,2676
37,28,59,2697
37,29,52,2680
37,30,52,2564
37,31,57,2529
37,32,51,2623
37,33,46,2552
37,34,51,2666
37,35,45,2739
37,36,54,2711
37,37,53,2681
37,38,48,2534
37,39,55,2658
37,40,50,2510
37,41,54,2761
37,42,54,2611
37,43,56,2797
37,44,47,2641
37,45,51,2682
37,46,50,2685
37,47,49,2553
37,48,54,2589
37,49,48,2777
37,50,45,2573
37,51,49,2538
37,52,57,2728
38,1,55,2634
38,2,56,2599
38,3,47,2791
38,4,45,2733
38,5,52,2686
38,6,54,2727
38,7,58,2516
38,8,47,2524
38,9,46,2755
38,10,46,2620
38,11,59,2510
38,12,50,2508
38,13,53,2747
38,14,55,2697
38,15,60,2511
38,16,47,2785
38,17,52,2599
38,18,60,2527
38,19,46,2720
38,20,56,2634
38,21,55,2742
38,22,49,2569
38,23,60,2537
38,24,56,2791
38,25,60,2735
38,26,54,2644
38,27,60,2694
38,28,55,2515
38,29,59,2661
38,30,50,2607
38,31,58,2628
38,32,57,2530
38,33,52,2508
38,34,51,2618
38,35,52,2638
38,36,59,2645
38,37,53,2570
38,38,58,2607
38,39,56,2773
38,40,47,2697
38,41,48,2574
38,42,47,2782
38,43,57,2789
38,44,53,2651
38,45,57,2580
38,46,53,2773
38,47,48,2692
38,48,46,2657
38,49,48,2508
38,50,60,2752
38,51,46,2513
38,52,52,2661
39,1,57,2773
39,2,48,2566
39,3,56,2605
39,4,47,2515
39,5,45,2677
39,6,57,2609
39,7,58,2662
39,8,51,2724
39,9,51,2576
39,10,48,2800
39,11,57,2710
39,12,59,2790
39,13,49,2674
39,14,56,2537
39,15,57,2671
39,16,47,2695
39,17,53,2618
39,18,51,2666
39,19,60,2722
39,20,56,2714
39,21,54,2641
39,22,46,2533
39,23,56,2785
39,24,54,2557
39,25,50,2608
39,26,59,2504
39,27,49,2597
39,28,47,2784
39,29,50,2752
39,30,52,2785
39,31,60,2773
39,32,57,2570
39,33,57,2721
39,34,45,2664
39,35,58,2710
39,36,55,2720
39,37,50,2751
39,38,51,2564
39,39,45,2586
39,40,50,2760
39,41,48,2677
39,42,54,2530
39,43,59,2646
39,44,47,2615
39,45,50,2616
